dis_mid,raw_kdp_abs_diff,reg_kdp_abs_diff,kdp_lsf_abs_diff
35.8875,,2.8421709430404014e-14,0.0
35.9625,,,
36.0375,,,
36.1125,,6.394884621840903e-14,1.1641230475710788e-15
36.1875,,,
36.2625,,,
36.3375,,,
36.4125,,,
36.4875,,,
36.5625,,,
36.6375,,,
36.7125,,,
36.7875,,,
36.8625,,,
36.9375,,1.6930901125533637e-15,1.8607328583270637e-16
37.0125,,,
37.0875,,,
37.1625,,,
37.2375,,,
37.3125,,,
37.3875,,,
37.4625,,,
37.5375,,,
37.6125,,,
37.6875,,,
37.7625,,,
37.8375,,,
37.9125,,,
37.9875,,,
38.0625,,,
38.1375,,,
38.2125,,,
38.2875,,,
38.3625,,,
38.4375,,,
38.5125,,,
38.5875,,,
38.6625,,,
38.7375,,,
38.8125,,,
38.8875,,,
38.9625,,,
39.0375,,,
39.1125,,,
39.1875,,,
39.2625,,,
39.3375,,,
39.4125,,,
39.4875,,,
39.5625,,,
39.6375,,,
39.7125,,,
39.7875,,,
39.8625,,,
39.9375,,,
40.0125,,,
40.0875,,,
40.1625,,,
40.2375,,,
40.3125,,,
40.3875,,,
40.4625,,,
40.5375,,,
40.6125,,,
40.6875,,,
40.7625,,,
40.8375,,6.039613253960853e-14,1.8810130903157411e-16
40.9125,,,
40.9875,,,
41.0625,,,
41.1375,,,
41.2125,,,
41.2875,,5.684341886080803e-14,3.653251889493501e-16
41.3625,,0.0,3.653251889493501e-16
41.4375,0.0,0.0,0.0
41.5125,0.0,0.0,1.0672214397370312e-15
41.5875,0.0,0.0,8.738483839868954e-16
41.6625,0.0,0.0,1.9410698237239266e-15
41.7375,0.0,0.0,0.0
41.8125,0.0,0.0,7.364535768188386e-15
41.8875,0.0,0.0,7.364535768188386e-15
41.9625,0.0,0.0,0.0
42.0375,0.0,0.0,0.0
42.1125,0.0,0.0,0.0
42.1875,0.0,0.0,0.0
42.2625,,0.0,0.0
42.3375,,0.0,0.0
42.4125,,7.105427357601003e-14,2.5781886963940853e-15
42.4875,,,
42.5625,,,
42.6375,,,
42.7125,,5.684341886080803e-14,8.487627429796812e-16
42.7875,,8.526512829121202e-14,1.6246991333100193e-16
42.8625,,,
42.9375,,,
43.0125,,,
43.0875,,,
43.1625,,9.015010959956272e-14,2.022791998607572e-15
43.2375,,,
43.3125,,,
43.3875,,,
43.4625,,,
43.5375,,,
43.6125,,,
43.6875,,,
43.7625,,,
43.8375,,,
43.9125,,,
43.9875,,,
44.0625,,,
44.1375,,5.684341886080803e-14,4.70150762912532e-15
44.2125,,8.526512829121202e-14,0.0
44.2875,,,
44.3625,,,
44.4375,,,
44.5125,,,
44.5875,,5.684341886080803e-14,0.0
44.6625,,0.0,3.4615817794598545e-15
44.7375,,0.0,3.4615817794598545e-15
44.8125,,0.0,0.0
44.8875,,0.0,0.0
44.9625,,0.0,0.0
45.0375,,0.0,0.0
45.1125,,0.0,0.0
45.1875,,0.0,1.4603513351395853e-15
45.2625,,0.0,8.421199018437622e-15
45.3375,,0.0,9.881550353577208e-15
45.4125,,0.0,7.427069234100965e-15
45.4875,,0.0,3.101490151926634e-16
45.5625,,0.0,7.737218249293628e-15
45.6375,,0.0,2.0886151938367746e-15
45.7125,,0.0,1.9282158548828967e-15
45.7875,,0.0,6.402848246162511e-16
45.8625,,0.0,5.114697654548222e-15
45.9375,,0.0,1.446178913949931e-15
46.0125,,0.0,4.46920290416842e-15
46.0875,,0.0,1.0818483385733944e-14
46.1625,,0.0,9.07127545116751e-15
46.2375,,0.0,1.3793599048814483e-14
46.3125,,0.0,1.5540806983380918e-14
46.3875,,0.0,5.532356003546267e-15
46.4625,,0.0,5.3745436240507275e-15
46.5375,,0.0,1.5781237949553936e-16
46.6125,,0.0,7.550638498229501e-15
46.6875,,0.0,7.550638498229501e-15
46.7625,,0.0,4.8608251202074135e-15
46.8375,,0.0,3.608425591962949e-15
46.9125,,0.0,1.2523995282444645e-15
46.9875,,0.0,5.773872308219274e-15
