dis,phi,reg_phi,kdp,reg_kdp
17.8125,68.65,67.29119999999998,-8.93333333333344,0.0
17.887499999999996,67.31,67.29119999999998,-23.2666666666669,0.0
17.9625,63.82,67.29119999999998,13.73333333333278,0.0
18.0375,65.88,67.29119999999998,4.733333333333431,0.0
18.112499999999997,66.59,67.29119999999998,-5.266666666666758,0.0
18.1875,65.8,67.29119999999998,-9.999999999999622,0.0
18.262500000000003,64.3,67.29119999999998,26.06666666666689,0.0
18.3375,68.21,67.29119999999998,-23.53333333333347,0.0
18.4125,64.68,67.29119999999998,47.93333333333377,0.0
18.487499999999997,71.87,67.29119999999998,-33.93333333333368,0.0
18.5625,66.78,67.29119999999998,-36.26666666666528,0.0
18.637500000000003,61.34,67.29119999999998,12.200000000000104,0.0
18.7125,63.17,67.29119999999998,-2.400000000000019,0.0
18.7875,62.81,67.29119999999998,36.3333333333337,0.0
18.862499999999997,68.26,67.29119999999998,-30.53333333333366,0.0
18.9375,63.68,67.29119999999998,12.59999999999948,0.0
19.012500000000003,65.57,67.29119999999998,-7.666666666666682,0.0
19.0875,64.42,67.29119999999998,10.400000000000114,0.0
19.1625,65.98,67.29119999999998,11.400000000000066,0.0
19.237499999999997,67.69,67.29119999999998,17.000000000000142,0.0
19.3125,70.24,67.29119999999998,-30.666666666665467,0.0
19.387500000000003,65.64,67.29119999999998,16.466666666666814,0.0
19.4625,68.11,67.29119999999998,-35.000000000000334,0.0
19.5375,62.86,67.29119999999998,18.933333333333536,0.0
19.612499999999997,65.7,67.29119999999998,19.466666666666864,2.708666666666893
19.6875,68.62,67.6975,-6.866666666666414,0.0
19.762500000000003,67.59,67.6975,-4.533333333333422,0.0
19.8375,66.91,67.6975,5.066666666666749,0.0
19.9125,67.67,67.6975,4.866666666666739,1.0611111111111036
19.987499999999997,68.4,67.85666666666667,-1.466666666666673,0.0
20.0625,68.18,67.85666666666667,-7.933333333333112,0.0
20.137500000000003,66.99,67.85666666666667,7.600000000000076,1.8222222222221927
20.2125,68.13,68.13,11.200000000000152,2.5393939393940226
20.2875,69.81,68.5109090909091,-8.333333333333412,0.0
20.362499999999997,68.56,68.5109090909091,-3.9333333333333935,0.0
20.4375,67.97,68.5109090909091,15.133333333332732,0.0
20.512500000000003,70.24,68.5109090909091,-15.266666666666758,0.0
20.5875,67.95,68.5109090909091,-0.533333333333327,0.0
20.6625,67.87,68.5109090909091,-3.733333333333384,0.0
20.737499999999997,67.31,68.5109090909091,7.866666666666692,0.0
20.8125,68.49,68.5109090909091,2.3999999999999053,0.0
20.887500000000003,68.85,68.5109090909091,4.600000000000123,0.0
20.9625,69.54,68.5109090909091,-16.733333333333526,0.0
21.0375,67.03,68.5109090909091,41.000000000000426,5.029356060606034
21.112499999999997,73.18,69.2653125,-34.20000000000039,0.0
21.1875,68.05,69.2653125,-0.7333333333333018,0.0
21.262500000000003,67.94,69.2653125,10.066666666666796,0.0
